Date ,Decade,Province,City,Incident,Killed ,Injured,Government,President
5/30/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/31/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/31/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/02/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/02/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
06/03/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/07/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/08/2014,2010,Balochistan,Taftan ,Attack,26,12,Democratic,Mamnoon H
06/09/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
06/09/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/14/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
6/14/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/14/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/16/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/17/2014,2010,KPK,Hangu ,Target killing,1,0,Democratic,Mamnoon H
6/21/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
6/30/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
07/06/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
07/08/2014,2010,Sindh,Khairpur ,Target killing,0,1,Democratic,Mamnoon H
07/10/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
07/11/2014,2010,KPK,Abbottabad ,Target killing,2,0,Democratic,Mamnoon H
07/12/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
07/12/2014,2010,KPK,Hangu ,Target killing,1,0,Democratic,Mamnoon H
7/16/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
7/16/2014,2010,Sindh,Karachi,Target killing,1,2,Democratic,Mamnoon H
7/17/2014,2010,KPK,Peshawar ,Target killing,1,0,Democratic,Mamnoon H
7/18/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/19/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/22/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,2,Democratic,Mamnoon H
7/23/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/24/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
7/25/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/25/2014,2010,Sindh,Karachi,Target killing,0,3,Democratic,Mamnoon H
7/26/2014,2010,Sindh,Karachi,Target killing,0,2,Democratic,Mamnoon H
7/29/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/29/2014,2010,Balochistan,Quetta ,Target killing,2,0,Democratic,Mamnoon H
08/05/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
08/10/2014,2010,Sindh,Karachi,Target killing,2,2,Democratic,Mamnoon H
08/12/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
08/12/2014,2010,Sindh,Karachi,Target killing,1,1,Democratic,Mamnoon H
08/12/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/13/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
8/14/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/16/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/18/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
8/18/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
8/20/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/23/2014,2010,Sindh,Karachi,Target killing,3,0,Democratic,Mamnoon H
8/26/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/27/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
8/27/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/28/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
